current_traveling_period,current_velocity,pedestrian_tag
57,1.02265769054586,[INDEXA_R3_0]
58,1.0240024843372433,[INDEXA_R1_0]
58,1.02265769054586,[INDEXA_R2_0]
58,1.02265769054586,[INDEXA_R3_0]
59,1.0240024843372433,[INDEXA_R1_0]
59,1.02265769054586,[INDEXA_R2_0]
59,1.02265769054586,[INDEXA_R3_0]
60,1.0240024843372433,[INDEXA_R1_0]
60,1.02265769054586,[INDEXA_R2_0]
60,1.02265769054586,[INDEXA_R3_0]
61,1.0240024843372433,[INDEXA_R1_0]
61,1.02265769054586,[INDEXA_R2_0]
61,1.02265769054586,[INDEXA_R3_0]
62,1.0240024843372433,[INDEXA_R1_0]
62,1.02265769054586,[INDEXA_R2_0]
62,1.02265769054586,[INDEXA_R3_0]
63,1.0240024843372433,[INDEXA_R1_0]
63,1.02265769054586,[INDEXA_R2_0]
63,1.02265769054586,[INDEXA_R3_0]
64,1.0240024843372433,[INDEXA_R1_0]
64,1.02265769054586,[INDEXA_R2_0]
64,1.02265769054586,[INDEXA_R3_0]
65,1.0240024843372433,[INDEXA_R1_0]
65,1.02265769054586,[INDEXA_R2_0]
65,1.02265769054586,[INDEXA_R3_0]
66,1.0240024843372433,[INDEXA_R1_0]
66,1.02265769054586,[INDEXA_R2_0]
66,1.02265769054586,[INDEXA_R3_0]
67,1.0240024843372433,[INDEXA_R1_0]
67,1.02265769054586,[INDEXA_R2_0]
67,1.02265769054586,[INDEXA_R3_0]
68,1.0240024843372433,[INDEXA_R1_0]
68,1.02265769054586,[INDEXA_R2_0]
68,1.02265769054586,[INDEXA_R3_0]
69,1.0240024843372433,[INDEXA_R1_0]
69,1.02265769054586,[INDEXA_R2_0]
69,1.02265769054586,[INDEXA_R3_0]
70,1.0240024843372433,[INDEXA_R1_0]
70,1.02265769054586,[INDEXA_R2_0]
70,1.02265769054586,[INDEXA_R3_0]
71,1.0240024843372433,[INDEXA_R1_0]
71,1.02265769054586,[INDEXA_R2_0]
71,1.02265769054586,[INDEXA_R3_0]
72,1.0240024843372433,[INDEXA_R1_0]
72,1.02265769054586,[INDEXA_R2_0]
72,1.02265769054586,[INDEXA_R3_0]
73,1.0253298236308257,[INDEXA_R1_0]
73,1.02265769054586,[INDEXA_R2_0]
73,1.02265769054586,[INDEXA_R3_0]
74,1.0253470515812588,[INDEXA_R1_0]
74,1.02265769054586,[INDEXA_R2_0]
74,1.02265769054586,[INDEXA_R3_0]
75,1.0253472751881976,[INDEXA_R1_0]
75,1.02265769054586,[INDEXA_R2_0]
75,1.02265769054586,[INDEXA_R3_0]
76,1.0253472780904618,[INDEXA_R1_0]
76,1.02265769054586,[INDEXA_R2_0]
76,1.02265769054586,[INDEXA_R3_0]
77,1.0253472781281312,[INDEXA_R1_0]
77,1.02265769054586,[INDEXA_R2_0]
77,1.02265769054586,[INDEXA_R3_0]
78,1.0253472781286201,[INDEXA_R1_0]
78,1.02265769054586,[INDEXA_R2_0]
78,1.02265769054586,[INDEXA_R3_0]
79,1.0253472781286264,[INDEXA_R1_0]
79,1.02265769054586,[INDEXA_R2_0]
79,1.02265769054586,[INDEXA_R3_0]
80,1.0253472781286266,[INDEXA_R1_0]
80,1.02265769054586,[INDEXA_R2_0]
80,1.02265769054586,[INDEXA_R3_0]
81,1.0253472781286266,[INDEXA_R1_0]
81,1.02265769054586,[INDEXA_R2_0]
81,1.02265769054586,[INDEXA_R3_0]
82,1.0253472781286266,[INDEXA_R1_0]
82,1.02265769054586,[INDEXA_R2_0]
82,1.02265769054586,[INDEXA_R3_0]
83,1.0253472781286266,[INDEXA_R1_0]
83,1.02265769054586,[INDEXA_R2_0]
83,1.02265769054586,[INDEXA_R3_0]
84,1.0253472781286266,[INDEXA_R1_0]
84,1.02265769054586,[INDEXA_R2_0]
84,1.02265769054586,[INDEXA_R3_0]
85,1.0253472781286266,[INDEXA_R1_0]
85,1.02265769054586,[INDEXA_R2_0]
85,1.02265769054586,[INDEXA_R3_0]
86,1.0266746174222088,[INDEXA_R1_0]
86,1.02265769054586,[INDEXA_R2_0]
86,1.02265769054586,[INDEXA_R3_0]
87,1.0266918453726421,[INDEXA_R1_0]
87,1.02265769054586,[INDEXA_R2_0]
87,1.02265769054586,[INDEXA_R3_0]
88,1.0266920689795809,[INDEXA_R1_0]
88,1.02265769054586,[INDEXA_R2_0]
88,1.02265769054586,[INDEXA_R3_0]
89,1.026692071881845,[INDEXA_R1_0]
89,1.02265769054586,[INDEXA_R2_0]
89,1.02265769054586,[INDEXA_R3_0]
90,1.0266920719195143,[INDEXA_R1_0]
90,1.02265769054586,[INDEXA_R2_0]
90,1.02265769054586,[INDEXA_R3_0]
91,1.0280194112135856,[INDEXA_R1_0]
91,1.02265769054586,[INDEXA_R2_0]
91,1.02265769054586,[INDEXA_R3_0]
92,1.0280366391640252,[INDEXA_R1_0]
92,1.02265769054586,[INDEXA_R2_0]
92,1.02265769054586,[INDEXA_R3_0]
93,1.025485412795543,[INDEXA_R1_0]
93,1.02265769054586,[INDEXA_R2_0]
93,1.02265769054586,[INDEXA_R3_0]
94,1.0241442288433906,[INDEXA_R1_0]
94,1.02265769054586,[INDEXA_R2_0]
94,1.02265769054586,[INDEXA_R3_0]
95,1.022693577868219,[INDEXA_R1_0]
95,1.02265769054586,[INDEXA_R2_0]
95,1.02265769054586,[INDEXA_R3_0]
96,1.022658556921054,[INDEXA_R1_0]
96,1.02265769054586,[INDEXA_R2_0]
96,1.02265769054586,[INDEXA_R3_0]
97,1.0226577114614905,[INDEXA_R1_0]
97,1.02265769054586,[INDEXA_R2_0]
97,1.02265769054586,[INDEXA_R3_0]
98,1.0226576910507954,[INDEXA_R1_0]
98,1.02265769054586,[INDEXA_R2_0]
98,1.02265769054586,[INDEXA_R3_0]
99,1.02265769055805,[INDEXA_R1_0]
99,1.02265769054586,[INDEXA_R2_0]
99,1.02265769054586,[INDEXA_R3_0]
100,1.0226576905461542,[INDEXA_R1_0]
100,1.02265769054586,[INDEXA_R2_0]
100,1.02265769054586,[INDEXA_R3_0]
101,1.022657690545867,[INDEXA_R1_0]
101,1.02265769054586,[INDEXA_R2_0]
101,1.02265769054586,[INDEXA_R3_0]
102,1.0226576905458602,[INDEXA_R1_0]
102,1.02265769054586,[INDEXA_R2_0]
102,1.02265769054586,[INDEXA_R3_0]
103,1.02265769054586,[INDEXA_R1_0]
103,1.02265769054586,[INDEXA_R2_0]
103,1.02265769054586,[INDEXA_R3_0]
104,1.02265769054586,[INDEXA_R1_0]
104,1.02265769054586,[INDEXA_R2_0]
104,1.02265769054586,[INDEXA_R3_0]
105,1.02265769054586,[INDEXA_R1_0]
105,1.02265769054586,[INDEXA_R2_0]
105,1.02265769054586,[INDEXA_R3_0]
106,1.02265769054586,[INDEXA_R1_0]
106,1.02265769054586,[INDEXA_R2_0]
106,1.02265769054586,[INDEXA_R3_0]
107,1.02265769054586,[INDEXA_R1_0]
107,1.02265769054586,[INDEXA_R2_0]
107,1.02265769054586,[INDEXA_R3_0]
108,1.02265769054586,[INDEXA_R1_0]
108,1.02265769054586,[INDEXA_R2_0]
108,1.02265769054586,[INDEXA_R3_0]
109,1.02265769054586,[INDEXA_R1_0]
109,1.02265769054586,[INDEXA_R2_0]
109,1.02265769054586,[INDEXA_R3_0]
110,1.02265769054586,[INDEXA_R1_0]
110,1.02265769054586,[INDEXA_R2_0]
110,1.02265769054586,[INDEXA_R3_0]
111,1.02265769054586,[INDEXA_R1_0]
111,1.02265769054586,[INDEXA_R2_0]
111,1.02265769054586,[INDEXA_R3_0]
112,1.02265769054586,[INDEXA_R1_0]
112,1.02265769054586,[INDEXA_R2_0]
112,1.02265769054586,[INDEXA_R3_0]
113,1.02265769054586,[INDEXA_R1_0]
113,1.02265769054586,[INDEXA_R2_0]
113,1.02265769054586,[INDEXA_R3_0]
114,1.02265769054586,[INDEXA_R1_0]
114,1.02265769054586,[INDEXA_R2_0]
114,1.02265769054586,[INDEXA_R3_0]
115,1.02265769054586,[INDEXA_R1_0]
115,1.02265769054586,[INDEXA_R2_0]
115,1.02265769054586,[INDEXA_R3_0]
116,1.02265769054586,[INDEXA_R1_0]
116,1.02265769054586,[INDEXA_R2_0]
116,1.02265769054586,[INDEXA_R3_0]
117,1.0251265436029584,[INDEXA_R1_0]
117,1.02265769054586,[INDEXA_R2_0]
117,1.02265769054586,[INDEXA_R3_0]
118,1.025186145515445,[INDEXA_R1_0]
118,1.02265769054586,[INDEXA_R2_0]
118,1.02265769054586,[INDEXA_R3_0]
119,1.0251875843973426,[INDEXA_R1_0]
119,1.02265769054586,[INDEXA_R2_0]
119,1.02265769054586,[INDEXA_R3_0]
120,1.0251876191341662,[INDEXA_R1_0]
120,1.02265769054586,[INDEXA_R2_0]
120,1.02265769054586,[INDEXA_R3_0]
121,1.0251876199727665,[INDEXA_R1_0]
121,1.02265769054586,[INDEXA_R2_0]
121,1.02265769054586,[INDEXA_R3_0]
122,1.0251876199930117,[INDEXA_R1_0]
122,1.02265769054586,[INDEXA_R2_0]
122,1.02265769054586,[INDEXA_R3_0]
123,1.0251876199935004,[INDEXA_R1_0]
123,1.02265769054586,[INDEXA_R2_0]
123,1.02265769054586,[INDEXA_R3_0]
124,1.0251876199935122,[INDEXA_R1_0]
124,1.02265769054586,[INDEXA_R2_0]
124,1.02265769054586,[INDEXA_R3_0]
125,1.0251876199935124,[INDEXA_R1_0]
125,1.02265769054586,[INDEXA_R2_0]
125,1.02265769054586,[INDEXA_R3_0]
126,1.0251876199935124,[INDEXA_R1_0]
126,1.02265769054586,[INDEXA_R2_0]
126,1.02265769054586,[INDEXA_R3_0]
127,1.0251876199935124,[INDEXA_R1_0]
127,1.02265769054586,[INDEXA_R2_0]
127,1.02265769054586,[INDEXA_R3_0]
128,1.0251876199935124,[INDEXA_R1_0]
128,1.02265769054586,[INDEXA_R2_0]
128,1.02265769054586,[INDEXA_R3_0]
129,1.0251876199935124,[INDEXA_R1_0]
129,1.02265769054586,[INDEXA_R2_0]
129,1.02265769054586,[INDEXA_R3_0]
130,1.0251876199935124,[INDEXA_R1_0]
130,1.02265769054586,[INDEXA_R2_0]
130,1.02265769054586,[INDEXA_R3_0]
131,1.0251876199935124,[INDEXA_R1_0]
131,1.02265769054586,[INDEXA_R2_0]
131,1.02265769054586,[INDEXA_R3_0]
132,1.0251876199935124,[INDEXA_R1_0]
132,1.02265769054586,[INDEXA_R2_0]
132,1.02265769054586,[INDEXA_R3_0]
133,1.0251876199935124,[INDEXA_R1_0]
133,1.02265769054586,[INDEXA_R2_0]
133,1.02265769054586,[INDEXA_R3_0]
134,1.0251876199935124,[INDEXA_R1_0]
134,1.02265769054586,[INDEXA_R2_0]
134,1.02265769054586,[INDEXA_R3_0]
135,1.0227605636214816,[INDEXA_R1_0]
135,1.02265769054586,[INDEXA_R2_0]
135,1.02265769054586,[INDEXA_R3_0]
136,1.0226618736149562,[INDEXA_R1_0]
136,1.02265769054586,[INDEXA_R2_0]
136,1.02265769054586,[INDEXA_R3_0]
137,1.0226578606396086,[INDEXA_R1_0]
137,1.02265769054586,[INDEXA_R2_0]
137,1.02265769054586,[INDEXA_R3_0]
138,1.022657697462285,[INDEXA_R1_0]
138,1.02265769054586,[INDEXA_R2_0]
138,1.02265769054586,[INDEXA_R3_0]
139,1.0226576908270986,[INDEXA_R1_0]
139,1.02265769054586,[INDEXA_R2_0]
139,1.02265769054586,[INDEXA_R3_0]
140,1.0226576905572957,[INDEXA_R1_0]
140,1.02265769054586,[INDEXA_R2_0]
140,1.02265769054586,[INDEXA_R3_0]
141,1.022657690546325,[INDEXA_R1_0]
141,1.02265769054586,[INDEXA_R2_0]
141,1.02265769054586,[INDEXA_R3_0]
142,1.0226576905458789,[INDEXA_R1_0]
142,1.02265769054586,[INDEXA_R2_0]
142,1.02265769054586,[INDEXA_R3_0]
143,1.0226576905458606,[INDEXA_R1_0]
143,1.02265769054586,[INDEXA_R2_0]
143,1.02265769054586,[INDEXA_R3_0]
144,1.02265769054586,[INDEXA_R1_0]
144,1.02265769054586,[INDEXA_R2_0]
144,1.02265769054586,[INDEXA_R3_0]
145,1.02265769054586,[INDEXA_R1_0]
145,1.02265769054586,[INDEXA_R2_0]
145,1.02265769054586,[INDEXA_R3_0]
146,1.02265769054586,[INDEXA_R1_0]
146,1.02265769054586,[INDEXA_R2_0]
146,1.02265769054586,[INDEXA_R3_0]
147,1.02265769054586,[INDEXA_R1_0]
147,1.02265769054586,[INDEXA_R2_0]
147,1.02265769054586,[INDEXA_R3_0]
148,1.02265769054586,[INDEXA_R1_0]
148,1.02265769054586,[INDEXA_R2_0]
148,1.02265769054586,[INDEXA_R3_0]
149,1.02265769054586,[INDEXA_R1_0]
149,1.02265769054586,[INDEXA_R2_0]
149,1.02265769054586,[INDEXA_R3_0]
150,1.02265769054586,[INDEXA_R1_0]
150,1.02265769054586,[INDEXA_R2_0]
150,1.02265769054586,[INDEXA_R3_0]
151,1.02265769054586,[INDEXA_R1_0]
151,1.02265769054586,[INDEXA_R2_0]
151,1.02265769054586,[INDEXA_R3_0]
152,1.02265769054586,[INDEXA_R1_0]
152,1.02265769054586,[INDEXA_R2_0]
152,1.02265769054586,[INDEXA_R3_0]
153,1.02265769054586,[INDEXA_R1_0]
153,1.02265769054586,[INDEXA_R2_0]
153,1.02265769054586,[INDEXA_R3_0]
154,1.0268160650820393,[INDEXA_R1_0]
154,1.02265769054586,[INDEXA_R2_0]
154,1.02265769054586,[INDEXA_R3_0]
155,1.026985154689862,[INDEXA_R1_0]
155,1.02265769054586,[INDEXA_R2_0]
155,1.02265769054586,[INDEXA_R3_0]
156,1.0269920302839735,[INDEXA_R1_0]
156,1.02265769054586,[INDEXA_R2_0]
156,1.02265769054586,[INDEXA_R3_0]
157,1.0269923098623284,[INDEXA_R1_0]
157,1.02265769054586,[INDEXA_R2_0]
157,1.02265769054586,[INDEXA_R3_0]
158,1.0269923212306633,[INDEXA_R1_0]
158,1.02265769054586,[INDEXA_R2_0]
158,1.02265769054586,[INDEXA_R3_0]
159,1.022773212136185,[INDEXA_R1_0]
159,1.02265769054586,[INDEXA_R2_0]
159,1.02265769054586,[INDEXA_R3_0]
160,1.0226607692943859,[INDEXA_R1_0]
160,1.02265769054586,[INDEXA_R2_0]
160,1.02265769054586,[INDEXA_R3_0]
161,1.0226577725971238,[INDEXA_R1_0]
161,1.02265769054586,[INDEXA_R2_0]
161,1.02265769054586,[INDEXA_R3_0]
162,1.0226576927325959,[INDEXA_R1_0]
162,1.02265769054586,[INDEXA_R2_0]
162,1.02265769054586,[INDEXA_R3_0]
163,1.0226576906041382,[INDEXA_R1_0]
163,1.02265769054586,[INDEXA_R2_0]
163,1.02265769054586,[INDEXA_R3_0]
164,1.0226576905474132,[INDEXA_R1_0]
164,1.02265769054586,[INDEXA_R2_0]
164,1.02265769054586,[INDEXA_R3_0]
165,1.0226576905459013,[INDEXA_R1_0]
165,1.02265769054586,[INDEXA_R2_0]
165,1.02265769054586,[INDEXA_R3_0]
166,1.022657690545861,[INDEXA_R1_0]
166,1.02265769054586,[INDEXA_R2_0]
166,1.02265769054586,[INDEXA_R3_0]
167,1.02265769054586,[INDEXA_R1_0]
167,1.02265769054586,[INDEXA_R2_0]
167,1.02265769054586,[INDEXA_R3_0]
168,1.02265769054586,[INDEXA_R1_0]
168,1.02265769054586,[INDEXA_R2_0]
168,1.02265769054586,[INDEXA_R3_0]
169,1.02265769054586,[INDEXA_R1_0]
169,1.02265769054586,[INDEXA_R2_0]
169,1.02265769054586,[INDEXA_R3_0]
170,1.02265769054586,[INDEXA_R1_0]
170,1.02265769054586,[INDEXA_R2_0]
170,1.02265769054586,[INDEXA_R3_0]
171,1.02265769054586,[INDEXA_R1_0]
171,1.02265769054586,[INDEXA_R2_0]
171,1.02265769054586,[INDEXA_R3_0]
172,1.02265769054586,[INDEXA_R1_0]
172,1.02265769054586,[INDEXA_R2_0]
172,1.02265769054586,[INDEXA_R3_0]
173,1.02265769054586,[INDEXA_R1_0]
173,1.02265769054586,[INDEXA_R2_0]
173,1.02265769054586,[INDEXA_R3_0]
174,1.02265769054586,[INDEXA_R1_0]
174,1.02265769054586,[INDEXA_R2_0]
174,1.02265769054586,[INDEXA_R3_0]
175,1.02265769054586,[INDEXA_R1_0]
175,1.02265769054586,[INDEXA_R2_0]
175,1.02265769054586,[INDEXA_R3_0]
176,1.0253831601731604,[INDEXA_R1_0]
176,1.02265769054586,[INDEXA_R2_0]
176,1.02265769054586,[INDEXA_R3_0]
177,1.025455796254207,[INDEXA_R1_0]
177,1.02265769054586,[INDEXA_R2_0]
177,1.02265769054586,[INDEXA_R3_0]
178,1.0254577320674763,[INDEXA_R1_0]
178,1.02265769054586,[INDEXA_R2_0]
178,1.02265769054586,[INDEXA_R3_0]
179,1.0254577836585446,[INDEXA_R1_0]
179,1.02265769054586,[INDEXA_R2_0]
179,1.02265769054586,[INDEXA_R3_0]
180,1.0254577850334903,[INDEXA_R1_0]
180,1.02265769054586,[INDEXA_R2_0]
180,1.02265769054586,[INDEXA_R3_0]
181,1.0254577850701339,[INDEXA_R1_0]
181,1.02265769054586,[INDEXA_R2_0]
181,1.02265769054586,[INDEXA_R3_0]
182,1.0254577850711104,[INDEXA_R1_0]
182,1.02265769054586,[INDEXA_R2_0]
182,1.02265769054586,[INDEXA_R3_0]
183,1.0254577850711364,[INDEXA_R1_0]
183,1.02265769054586,[INDEXA_R2_0]
183,1.02265769054586,[INDEXA_R3_0]
184,1.025457785071137,[INDEXA_R1_0]
184,1.02265769054586,[INDEXA_R2_0]
184,1.02265769054586,[INDEXA_R3_0]
185,1.025457785071137,[INDEXA_R1_0]
185,1.02265769054586,[INDEXA_R2_0]
185,1.02265769054586,[INDEXA_R3_0]
186,1.025457785071137,[INDEXA_R1_0]
186,1.02265769054586,[INDEXA_R2_0]
186,1.02265769054586,[INDEXA_R3_0]
187,1.025457785071137,[INDEXA_R1_0]
187,1.02265769054586,[INDEXA_R2_0]
187,1.02265769054586,[INDEXA_R3_0]
188,1.025457785071137,[INDEXA_R1_0]
188,1.02265769054586,[INDEXA_R2_0]
188,1.02265769054586,[INDEXA_R3_0]
189,1.025457785071137,[INDEXA_R1_0]
189,1.02265769054586,[INDEXA_R2_0]
189,1.02265769054586,[INDEXA_R3_0]
190,1.025457785071137,[INDEXA_R1_0]
190,1.02265769054586,[INDEXA_R2_0]
190,1.02265769054586,[INDEXA_R3_0]
191,1.025457785071137,[INDEXA_R1_0]
191,1.02265769054586,[INDEXA_R2_0]
191,1.02265769054586,[INDEXA_R3_0]
192,1.025457785071137,[INDEXA_R1_0]
192,1.02265769054586,[INDEXA_R2_0]
192,1.02265769054586,[INDEXA_R3_0]
193,1.025457785071137,[INDEXA_R1_0]
193,1.02265769054586,[INDEXA_R2_0]
193,1.02265769054586,[INDEXA_R3_0]
194,1.025457785071137,[INDEXA_R1_0]
194,1.02265769054586,[INDEXA_R2_0]
194,1.02265769054586,[INDEXA_R3_0]
195,1.025457785071137,[INDEXA_R1_0]
195,1.02265769054586,[INDEXA_R2_0]
195,1.02265769054586,[INDEXA_R3_0]
196,1.0227330479499062,[INDEXA_R1_0]
196,1.02265769054586,[INDEXA_R2_0]
196,1.02265769054586,[INDEXA_R3_0]
197,1.0226597185982322,[INDEXA_R1_0]
197,1.02265769054586,[INDEXA_R2_0]
197,1.02265769054586,[INDEXA_R3_0]
198,1.0226577451257182,[INDEXA_R1_0]
198,1.02265769054586,[INDEXA_R2_0]
198,1.02265769054586,[INDEXA_R3_0]
199,1.0226576920147377,[INDEXA_R1_0]
199,1.02265769054586,[INDEXA_R2_0]
199,1.02265769054586,[INDEXA_R3_0]
