currentTime,naiveAgent,rationalAgent,rubyAgent,allAgent
21:41:00,3,0,31,34
21:42:00,3,0,31,34
21:43:00,3,0,31,34
21:44:00,3,0,30,33
21:45:00,3,0,30,33
21:46:00,3,0,30,33
21:47:00,2,0,29,31
21:48:00,2,0,29,31
21:49:00,2,0,28,30
21:50:00,2,0,28,30
21:51:00,2,0,27,29
21:52:00,2,0,27,29
21:53:00,2,0,26,28
21:54:00,2,0,26,28
21:55:00,2,0,25,27
21:56:00,2,0,24,26
21:57:00,1,0,24,25
21:58:00,1,0,23,24
21:59:00,1,0,22,23
22:00:00,1,0,22,23
22:01:00,1,0,21,22
22:02:00,1,0,20,21
22:03:00,1,0,20,21
22:04:00,1,0,19,20
22:05:00,1,0,18,19
22:06:00,1,0,17,18
22:07:00,1,0,17,18
22:08:00,1,0,16,17
22:09:00,1,0,15,16
22:10:00,1,0,15,16
22:11:00,0,0,14,14
22:12:00,0,0,13,13
22:13:00,0,0,13,13
22:14:00,0,0,12,12
22:15:00,0,0,11,11
22:16:00,0,0,11,11
22:17:00,0,0,10,10
22:18:00,0,0,10,10
22:19:00,0,0,9,9
22:20:00,0,0,9,9
22:21:00,0,0,8,8
22:22:00,0,0,8,8
22:23:00,0,0,7,7
22:24:00,0,0,7,7
22:25:00,0,0,6,6
22:26:00,0,0,6,6
22:27:00,0,0,5,5
22:28:00,0,0,5,5
22:29:00,0,0,5,5
22:30:00,0,0,4,4
22:31:00,0,0,4,4
22:32:00,0,0,4,4
22:33:00,0,0,3,3
22:34:00,0,0,3,3
22:35:00,0,0,3,3
22:36:00,0,0,2,2
22:37:00,0,0,2,2
22:38:00,0,0,2,2
22:39:00,0,0,2,2
22:40:00,0,0,2,2
22:41:00,0,0,1,1
22:42:00,0,0,1,1
22:43:00,0,0,1,1
22:44:00,0,0,1,1
22:45:00,0,0,1,1
22:46:00,0,0,1,1
22:47:00,0,0,1,1
22:48:00,0,0,1,1
22:49:00,0,0,0,0
22:50:00,0,0,0,0
22:51:00,0,0,0,0
22:52:00,0,0,0,0
22:53:00,0,0,0,0
22:54:00,0,0,0,0
22:55:00,0,0,0,0
22:56:00,0,0,0,0
22:57:00,0,0,0,0
22:58:00,0,0,0,0
22:59:00,0,0,0,0
23:00:00,0,0,0,0
23:01:00,0,0,0,0
23:02:00,0,0,0,0
23:03:00,0,0,0,0
23:04:00,0,0,0,0
23:05:00,0,0,0,0
23:06:00,0,0,0,0
23:07:00,0,0,0,0
23:08:00,0,0,0,0
23:09:00,0,0,0,0
23:10:00,0,0,0,0
23:11:00,0,0,0,0
23:12:00,0,0,0,0
23:13:00,0,0,0,0
23:14:00,0,0,0,0
23:15:00,0,0,0,0
23:16:00,0,0,0,0
23:17:00,0,0,0,0
23:18:00,0,0,0,0
23:19:00,0,0,0,0
23:20:00,0,0,0,0
23:21:00,0,0,0,0
23:22:00,0,0,0,0
23:23:00,0,0,0,0
23:24:00,0,0,0,0
23:25:00,0,0,0,0
23:26:00,0,0,0,0
23:27:00,0,0,0,0
23:28:00,0,0,0,0
23:29:00,0,0,0,0
23:30:00,0,0,0,0
23:31:00,0,0,0,0
23:32:00,0,0,0,0
23:33:00,0,0,0,0
23:34:00,0,0,0,0
23:35:00,0,0,0,0
23:36:00,0,0,0,0
23:37:00,0,0,0,0
23:38:00,0,0,0,0
23:39:00,0,0,0,0
23:40:00,0,0,0,0
23:41:00,0,0,0,0
23:42:00,0,0,0,0
23:43:00,0,0,0,0
23:44:00,0,0,0,0
23:45:00,0,0,0,0
23:46:00,0,0,0,0
23:47:00,0,0,0,0
23:48:00,0,0,0,0
23:49:00,0,0,0,0
23:50:00,0,0,0,0
23:51:00,0,0,0,0
23:52:00,0,0,0,0
23:53:00,0,0,0,0
23:54:00,0,0,0,0
23:55:00,0,0,0,0
23:56:00,0,0,0,0
23:57:00,0,0,0,0
23:58:00,0,0,0,0
23:59:00,0,0,0,0
