R1R2-R3_JUNCTION|EXIT_GPS,EXIT|EXIT_R2|EXIT_STATION,EXIT|EXIT_R1|EXIT_STATION,EXIT|EXIT_R3|EXIT_STATION
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,2,0
1,0,2,0
1,0,2,0
1,0,2,0
1,0,2,0
1,0,2,0
1,0,2,0
1,0,2,0
1,0,2,0
1,0,2,0
1,0,2,0
1,0,2,0
1,0,2,0
1,0,3,0
1,0,3,0
1,0,3,0
1,0,3,0
1,0,3,0
1,0,4,0
1,0,4,0
1,0,4,0
1,0,4,0
1,0,5,0
1,0,5,0
1,0,5,0
1,0,5,0
1,0,5,0
1,0,5,0
1,0,5,0
1,0,5,0
1,0,5,0
1,0,5,0
1,0,6,0
1,0,6,0
1,0,6,0
1,0,6,0
1,0,6,0
1,0,6,0
1,0,6,0
1,0,6,0
1,0,6,0
1,0,6,0
1,0,6,0
1,0,6,0
1,0,6,0
1,0,6,0
1,0,6,0
1,0,6,0
1,0,7,0
1,0,7,0
1,0,8,0
1,0,8,0
1,0,9,0
1,0,9,0
1,0,9,0
1,0,9,0
1,0,9,0
1,0,9,0
1,0,9,0
1,0,10,0
1,0,10,0
1,0,10,0
1,0,11,0
1,0,11,0
1,0,12,0
1,0,12,0
1,0,13,0
1,0,13,0
1,0,13,0
1,0,13,0
1,0,13,0
1,0,13,0
1,0,13,0
1,0,13,0
1,0,13,0
1,0,14,0
1,0,14,0
1,0,14,0
1,0,14,0
1,0,14,0
1,0,15,0
1,0,15,0
1,0,16,0
1,0,16,0
1,0,16,0
1,0,16,0
1,0,16,0
1,0,17,0
1,0,17,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,18,0
1,0,19,0
1,0,19,0
1,0,20,0
1,0,20,0
1,0,20,0
1,0,20,0
1,0,20,0
1,0,20,0
1,0,20,0
1,0,20,0
1,0,20,0
1,0,21,0
1,0,21,0
1,0,21,0
1,0,21,0
1,0,22,0
1,0,22,0
1,0,22,0
1,0,22,0
1,0,22,0
1,0,22,0
1,0,22,0
1,0,22,0
1,0,22,0
1,0,22,0
1,0,22,0
1,0,22,0
1,0,22,0
1,0,22,0
1,0,22,0
1,0,22,0
1,0,22,0
1,0,22,0
1,0,22,0
1,0,22,0
1,0,22,0
1,0,23,0
1,0,23,0
1,0,24,0
1,0,24,0
1,0,24,0
1,0,24,0
1,0,25,0
1,0,25,0
1,0,25,0
1,0,25,0
1,0,26,0
1,0,26,0
1,0,26,0
1,0,26,0
1,0,26,0
1,0,26,0
1,0,26,0
1,0,26,0
1,0,26,0
1,0,26,0
1,0,26,0
1,0,26,0
1,0,26,0
1,0,26,0
1,0,27,0
1,0,27,0
1,0,28,0
1,0,28,0
1,0,28,0
1,0,28,0
1,0,28,0
2,0,28,0
2,0,28,0
2,0,28,0
2,0,28,0
2,0,28,0
2,0,28,0
2,0,28,0
2,0,28,0
2,0,29,0
2,0,29,0
2,0,29,0
2,0,29,0
2,0,29,0
2,0,29,0
2,0,29,0
2,0,29,0
2,0,29,0
2,0,30,0
2,0,30,0
2,0,30,0
2,0,30,0
2,0,30,0
2,0,30,0
2,0,30,0
2,0,30,0
2,0,30,0
2,0,30,0
2,0,30,0
2,0,31,0
2,0,31,0
2,0,32,0
2,0,32,0
2,0,32,0
2,0,32,0
2,0,33,0
2,0,33,0
2,0,33,0
2,0,33,0
2,0,33,0
2,0,33,0
2,0,33,0
2,0,34,0
2,0,34,0
2,0,35,0
2,0,35,0
2,0,35,0
2,0,35,0
2,0,35,0
2,0,35,0
2,0,36,0
2,0,36,0
2,0,37,0
2,0,37,0
2,0,38,0
2,0,38,0
2,0,38,0
2,0,38,0
2,0,38,0
2,0,38,0
2,0,38,0
2,0,38,0
2,0,38,0
2,0,39,0
2,0,39,0
2,0,39,0
2,0,39,0
2,0,40,0
2,0,40,0
2,0,41,0
2,0,41,0
2,0,41,0
2,0,41,0
2,0,41,0
2,0,41,0
2,0,41,0
2,0,41,0
2,0,41,0
2,0,42,0
2,0,42,0
2,0,43,0
2,0,43,0
2,0,43,0
2,0,43,0
2,0,43,0
2,0,43,0
2,0,43,0
2,0,43,0
2,0,43,0
2,0,44,0
2,0,44,0
2,0,44,0
2,0,44,0
2,0,44,0
2,0,44,0
2,0,44,0
2,0,45,0
2,0,45,0
2,0,45,0
2,0,45,0
2,0,46,0
2,0,46,0
2,0,46,0
2,0,46,0
2,0,46,0
2,0,46,0
2,0,46,0
2,0,47,0
2,0,47,0
2,0,47,0
2,0,47,0
2,0,48,0
2,0,48,0
2,0,48,0
2,0,48,0
2,0,49,0
2,0,49,0
2,0,49,0
2,0,49,0
2,0,49,0
2,0,49,0
2,0,49,0
2,0,50,0
2,0,50,0
2,0,51,0
2,0,51,0
2,0,51,0
2,0,51,0
2,0,51,0
2,0,51,0
2,0,51,0
2,0,51,0
2,0,51,0
2,0,51,0
2,0,51,0
2,0,52,0
2,0,52,0
2,0,52,0
2,0,52,0
2,0,52,0
2,0,52,0
2,0,53,0
2,0,53,0
2,0,53,0
2,0,53,0
2,0,53,0
2,0,53,0
2,0,53,0
2,0,54,0
2,0,54,0
2,0,54,0
2,0,54,0
2,0,54,0
2,0,54,0
2,0,54,0
2,0,54,0
2,0,54,0
2,0,55,0
2,0,55,0
2,0,56,0
2,0,56,0
2,0,56,0
2,0,56,0
2,0,56,0
2,0,57,0
2,0,57,0
2,0,57,0
2,0,57,0
2,0,57,0
2,0,58,0
2,0,58,0
2,0,58,0
2,0,58,0
2,0,58,0
2,0,58,0
2,0,58,0
2,0,59,0
2,0,59,0
3,0,59,0
3,0,59,0
3,0,59,0
3,0,59,0
3,0,60,0
3,0,60,0
3,0,61,0
3,0,61,0
3,0,62,0
3,0,62,0
3,0,63,0
3,0,63,0
3,0,63,0
3,0,63,0
3,0,63,0
3,0,63,0
3,0,63,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,64,0
3,0,65,0
3,0,65,0
3,0,65,0
3,0,65,0
3,0,66,0
3,0,66,0
3,0,66,0
3,0,66,0
3,0,66,0
3,0,66,0
3,0,66,0
3,0,66,0
3,0,66,0
3,0,66,0
3,0,66,0
3,0,66,0
3,0,66,0
3,0,66,0
3,0,66,0
3,0,66,0
3,0,67,0
3,0,67,0
3,0,67,0
3,0,67,0
3,0,67,0
3,0,67,0
3,0,67,0
3,0,67,0
3,0,67,0
3,0,67,0
3,0,67,0
3,0,67,0
3,0,67,0
3,0,67,0
3,0,67,0
3,0,67,0
3,0,68,0
3,0,68,0
3,0,68,0
3,0,69,0
3,0,69,0
3,0,69,0
3,0,70,0
3,0,70,0
3,0,71,0
3,0,71,0
3,0,71,0
3,0,71,0
3,0,71,0
3,0,72,0
3,0,72,0
3,0,72,0
3,0,73,0
3,0,73,0
3,0,74,0
3,0,74,0
3,0,75,0
3,0,75,0
3,0,76,0
3,0,76,0
3,0,77,0
3,0,77,0
3,0,78,0
3,0,78,0
3,0,78,0
3,0,78,0
3,0,79,0
3,0,79,0
3,0,79,0
3,0,79,0
3,0,79,0
3,0,79,0
3,0,79,0
3,0,79,0
3,0,79,0
3,0,79,0
3,0,80,0
3,0,80,0
3,0,80,0
3,0,80,0
3,0,80,0
3,0,80,0
3,0,80,0
3,0,81,0
3,0,81,0
3,0,81,0
3,0,81,0
3,0,81,0
3,0,81,0
3,0,81,0
3,0,82,0
3,0,82,0
3,0,82,0
3,0,83,0
3,0,83,0
3,0,83,0
3,0,84,0
3,0,84,0
3,0,84,0
3,0,84,0
3,0,85,0
3,0,85,0
3,0,85,0
3,0,85,0
3,0,85,0
3,0,85,0
3,0,86,0
3,0,86,0
3,0,86,0
3,0,86,0
3,0,86,0
3,0,87,0
3,0,87,0
3,0,87,0
3,0,87,0
3,0,87,0
3,0,88,0
3,0,88,0
3,0,89,0
3,0,89,0
3,0,89,0
3,0,89,0
4,0,89,0
4,0,89,0
4,0,89,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,90,0
4,0,91,0
4,0,91,0
4,0,92,0
4,0,92,0
4,0,93,0
4,0,93,0
4,0,94,0
4,0,95,0
4,0,95,0
4,0,96,0
4,0,96,0
4,0,97,0
4,0,98,0
4,0,98,0
4,0,99,0
4,0,99,0
4,0,99,0
4,0,99,0
4,0,99,0
4,0,100,0
4,0,100,0
4,0,100,0
4,0,100,0
4,0,101,0
4,0,101,0
4,0,101,0
4,0,101,0
4,0,101,0
4,0,101,0
4,0,101,0
4,0,101,0
4,0,101,0
4,0,101,0
4,0,101,0
4,0,101,0
4,0,101,0
4,0,101,0
4,0,101,0
4,0,101,0
4,0,101,0
4,0,102,0
4,0,102,0
4,0,103,0
4,0,103,0
4,0,104,0
4,0,104,0
4,0,104,0
4,0,104,0
4,0,104,0
4,0,104,0
4,0,105,0
4,0,105,0
4,0,105,0
4,0,105,0
4,0,105,0
4,0,105,0
4,0,106,0
4,0,106,0
4,0,106,0
4,0,107,0
4,0,107,0
4,0,107,0
4,0,108,0
4,0,108,0
4,0,108,0
4,0,108,0
4,0,108,0
4,0,108,0
4,0,109,0
4,0,109,0
4,0,110,0
4,0,110,0
4,0,111,0
4,0,111,0
4,0,112,0
4,0,112,0
4,0,112,0
4,0,112,0
4,0,112,0
4,0,113,0
4,0,113,0
4,0,113,0
4,0,113,0
4,0,113,0
4,0,113,0
4,0,113,0
4,0,114,0
4,0,114,0
4,0,114,0
4,0,115,0
4,0,115,0
4,0,116,0
4,0,116,0
4,0,116,0
4,0,116,0
4,0,116,0
4,0,116,0
4,0,116,0
4,0,117,0
4,0,117,0
4,0,117,0
4,0,118,0
4,0,118,0
4,0,119,0
4,0,119,0
4,0,120,0
4,0,120,0
4,0,121,0
4,0,121,0
4,0,121,0
4,0,121,0
4,0,121,0
4,0,121,0
4,0,121,0
4,0,121,0
4,0,121,0
4,0,121,0
4,0,122,0
4,0,122,0
4,0,122,0
4,0,122,0
4,0,122,0
4,0,122,0
4,0,122,0
4,0,122,0
4,0,122,0
4,0,122,0
4,0,122,0
4,0,122,0
4,0,123,0
4,0,123,0
4,0,124,0
4,0,124,0
4,0,124,0
4,0,124,0
4,0,124,0
4,0,125,0
4,0,125,0
4,0,125,0
4,0,125,0
4,0,125,0
4,0,125,0
4,0,125,0
4,0,125,0
4,0,125,0
4,0,125,0
4,0,125,0
4,0,125,0
4,0,125,0
4,0,125,0
4,0,125,0
4,0,125,0
4,0,125,0
4,0,125,0
4,0,125,0
4,0,125,0
4,0,125,0
4,0,126,0
4,0,126,0
4,0,126,0
4,0,126,0
4,0,126,0
4,0,126,0
4,0,126,0
4,0,126,0
4,0,126,0
4,0,126,0
4,0,127,0
4,0,127,0
4,0,128,0
4,0,128,0
4,0,129,0
4,0,129,0
4,0,130,0
4,0,130,0
4,0,130,0
4,0,131,0
4,0,131,0
4,0,131,0
4,0,132,0
4,0,132,0
4,0,132,0
4,0,132,0
4,0,132,0
4,0,132,0
4,0,132,0
4,0,132,0
4,0,132,0
4,0,132,0
4,0,132,0
4,0,132,0
4,0,132,0
4,0,132,0
4,0,132,0
4,0,132,0
4,0,132,0
4,0,132,0
4,0,132,0
4,0,132,0
4,0,132,0
4,0,133,0
4,0,133,0
4,0,134,0
4,0,134,0
4,0,135,0
4,0,135,0
4,0,135,0
4,0,135,0
4,0,136,0
4,0,136,0
4,0,137,0
4,0,137,0
4,0,137,0
4,0,137,0
5,0,137,0
5,0,137,0
5,0,137,0
5,0,137,0
5,0,137,0
5,0,137,0
5,0,137,0
5,0,137,0
5,0,137,0
5,0,137,0
5,0,138,0
5,0,138,0
5,0,139,0
5,0,139,0
5,0,139,0
5,0,140,0
5,0,140,0
5,0,141,0
5,0,141,0
5,0,141,0
5,0,142,0
5,0,142,0
5,0,142,0
5,0,142,0
5,0,143,0
5,0,143,0
5,0,144,0
5,0,144,0
5,0,145,0
5,0,145,0
5,0,145,0
5,0,145,0
5,0,146,0
5,0,146,0
5,0,146,0
5,0,146,0
5,0,146,0
5,0,146,0
5,0,146,0
5,0,146,0
5,0,146,0
5,0,146,0
5,0,146,0
5,0,146,0
5,0,146,0
5,0,147,0
5,0,147,0
5,0,147,0
5,0,147,0
5,0,147,0
5,0,147,0
5,0,147,0
5,0,148,0
5,0,148,0
5,0,148,0
5,0,148,0
5,0,149,0
5,0,149,0
5,0,149,0
5,0,149,0
5,0,149,0
5,0,149,0
5,0,149,0
5,0,150,0
5,0,150,0
5,0,151,0
5,0,151,0
5,0,151,0
5,0,151,0
5,0,151,0
5,0,151,0
5,0,151,0
5,0,152,0
5,0,152,0
5,0,152,0
5,0,152,0
5,0,152,0
5,0,153,0
5,0,153,0
5,0,153,0
5,0,153,0
5,0,153,0
5,0,153,0
5,0,153,0
5,0,153,0
5,0,153,0
5,0,153,0
5,0,153,0
5,0,154,0
5,0,154,0
5,0,154,0
5,0,154,0
5,0,154,0
5,0,155,0
5,0,155,0
5,0,156,0
5,0,156,0
5,0,157,0
5,0,157,0
5,0,158,0
5,0,158,0
5,0,158,0
5,0,158,0
5,0,159,0
5,0,159,0
5,0,160,0
5,0,160,0
5,0,160,0
5,0,160,0
5,0,160,0
5,0,160,0
5,0,160,0
5,0,160,0
5,0,160,0
5,0,160,0
5,0,161,0
5,0,161,0
5,0,162,0
5,0,162,0
5,0,162,0
5,0,162,0
5,0,162,0
5,0,162,0
5,0,162,0
5,0,162,0
5,0,162,0
5,0,163,0
5,0,163,0
5,0,163,0
5,0,163,0
5,0,163,0
5,0,163,0
5,0,164,0
5,0,164,0
5,0,164,0
5,0,164,0
5,0,165,0
5,0,165,0
5,0,166,0
5,0,166,0
5,0,166,0
5,0,166,0
5,0,167,0
5,0,167,0
5,0,168,0
5,0,168,0
5,0,168,0
5,0,168,0
5,0,168,0
5,0,168,0
5,0,169,0
5,0,169,0
5,0,170,0
5,0,170,0
5,0,171,0
5,0,171,0
5,0,171,0
5,0,171,0
5,0,171,0
5,0,171,0
5,0,171,0
5,0,171,0
5,0,171,0
5,0,171,0
5,0,171,0
5,0,171,0
5,0,171,0
5,0,171,0
5,0,171,0
5,0,171,0
5,0,172,0
5,0,172,0
5,0,172,0
5,0,172,0
5,0,173,0
5,0,173,0
6,0,173,0
6,0,173,0
6,0,174,0
6,0,174,0
6,0,175,0
6,0,175,0
6,0,176,0
6,0,176,0
6,0,176,0
6,0,176,0
6,0,176,0
6,0,177,0
6,0,177,0
6,0,178,0
6,0,178,0
6,0,179,0
6,0,179,0
6,0,179,0
6,0,179,0
6,0,179,0
6,0,179,0
6,0,179,0
6,0,180,0
6,0,180,0
6,0,181,0
6,0,181,0
6,0,181,0
6,0,181,0
6,0,182,0
6,0,182,0
6,0,182,0
6,0,182,0
6,0,182,0
6,0,182,0
6,0,182,0
6,0,182,0
6,0,182,0
6,0,182,0
6,0,182,0
6,0,182,0
6,0,182,0
6,0,182,0
6,0,183,0
6,0,183,0
6,0,183,0
6,0,183,0
6,0,183,0
6,0,183,0
6,0,183,0
6,0,183,0
6,0,184,0
6,0,184,0
6,0,185,0
6,0,185,0
6,0,186,0
6,0,186,0
6,0,186,0
6,0,186,0
6,0,187,0
6,0,187,0
6,0,187,0
6,0,188,0
6,0,188,0
6,0,189,0
6,0,189,0
6,0,189,0
6,0,190,0
6,0,190,0
6,0,190,0
6,0,190,0
6,0,191,0
6,0,191,0
6,0,192,0
6,0,192,0
6,0,193,0
6,0,193,0
6,0,194,0
6,0,194,0
6,0,195,0
6,0,195,0
6,0,196,0
6,0,196,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,197,0
6,0,198,0
6,0,198,0
6,0,199,0
6,0,199,0
6,0,199,0
6,0,199,0
6,0,199,0
6,0,200,0
6,0,200,0
6,0,200,0
6,0,200,0
6,0,200,0
6,0,201,0
6,0,201,0
6,0,202,0
6,0,202,0
6,0,202,0
6,0,203,0
6,0,204,0
6,0,204,0
6,0,205,0
6,0,205,0
6,0,205,0
6,0,205,0
6,0,205,0
6,0,205,0
6,0,205,0
6,0,205,0
6,0,205,0
6,0,205,0
6,0,205,0
6,0,205,0
6,0,206,0
6,0,206,0
6,0,206,0
6,0,206,0
6,0,206,0
6,0,206,0
6,0,206,0
6,0,207,0
6,0,207,0
6,0,208,0
6,0,208,0
6,0,208,0
6,0,208,0
6,0,208,0
6,0,208,0
6,0,208,0
6,0,208,0
6,0,208,0
6,0,208,0
6,0,208,0
6,0,208,0
6,0,208,0
6,0,208,0
6,0,208,0
6,0,209,0
6,0,209,0
6,0,210,0
7,0,210,0
7,0,210,0
7,0,210,0
7,0,210,0
7,0,210,0
7,0,210,0
7,0,210,0
7,0,210,0
7,0,210,0
7,0,210,0
7,0,210,0
7,0,211,0
7,0,211,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,212,0
7,0,213,0
7,0,213,0
7,0,214,0
7,0,214,0
7,0,215,0
7,0,215,0
7,0,216,0
7,0,217,0
7,0,217,0
7,0,218,0
7,0,218,0
7,0,219,0
7,0,220,0
7,0,220,0
7,0,221,0
7,0,221,0
7,0,222,0
7,0,222,0
7,0,222,0
7,0,222,0
7,0,223,0
7,0,223,0
7,0,224,0
7,0,224,0
7,0,225,0
7,0,225,0
7,0,226,0
7,0,226,0
7,0,226,0
7,0,226,0
7,0,227,0
7,0,227,0
7,0,227,0
7,0,227,0
7,0,227,0
7,0,228,0
7,0,228,0
7,0,228,0
7,0,228,0
7,0,228,0
7,0,228,0
7,0,228,0
7,0,228,0
7,0,228,0
7,0,228,0
7,0,229,0
7,0,229,0
7,0,229,0
7,0,229,0
7,0,229,0
7,0,230,0
7,0,230,0
7,0,231,0
7,0,231,0
7,0,231,0
7,0,231,0
7,0,232,0
7,0,233,0
7,0,233,0
7,0,234,0
7,0,234,0
7,0,234,0
7,0,234,0
7,0,234,0
7,0,235,0
7,0,235,0
7,0,235,0
7,0,236,0
7,0,237,0
7,0,237,0
7,0,238,0
7,0,238,0
7,0,239,0
7,0,239,0
7,0,239,0
7,0,240,0
7,0,240,0
7,0,240,0
7,0,240,0
7,0,240,0
7,0,240,0
7,0,240,0
7,0,240,0
7,0,240,0
7,0,240,0
7,0,240,0
7,0,240,0
7,0,241,0
7,0,241,0
7,0,242,0
7,0,242,0
7,0,242,0
7,0,242,0
7,0,242,0
7,0,243,0
7,0,243,0
7,0,244,0
7,0,244,0
7,0,245,0
7,0,245,0
7,0,246,0
7,0,246,0
7,0,246,0
7,0,246,0
7,0,246,0
7,0,246,0
7,0,247,0
7,0,247,0
7,0,247,0
7,0,247,0
7,0,247,0
7,0,248,0
7,0,248,0
7,0,249,0
7,0,249,0
7,0,250,0
7,0,250,0
7,0,251,0
7,0,251,0
7,0,252,0
7,0,252,0
7,0,252,0
7,0,252,0
7,0,253,0
7,0,253,0
7,0,253,0
7,0,253,0
7,0,253,0
7,0,253,0
7,0,253,0
7,0,253,0
7,0,253,0
7,0,253,0
7,0,253,0
7,0,254,0
7,0,254,0
7,0,255,0
7,0,255,0
7,0,255,0
7,0,255,0
7,0,255,0
7,0,255,0
7,0,255,0
7,0,256,0
7,0,256,0
7,0,257,0
7,0,257,0
7,0,257,0
7,0,258,0
7,0,258,0
7,0,258,0
7,0,258,0
7,0,258,0
7,0,258,0
7,0,258,0
7,0,258,0
7,0,258,0
7,0,258,0
7,0,259,0
7,0,259,0
7,0,259,0
