currentTime,naiveAgent,rationalAgent,rubyAgent,allAgent
22:26:00,0,0,83,83
22:27:00,0,0,80,80
22:28:00,0,0,77,77
22:29:00,0,0,74,74
22:30:00,0,0,71,71
22:31:00,0,0,68,68
22:32:00,0,0,65,65
22:33:00,0,0,63,63
22:34:00,0,0,60,60
22:35:00,0,0,57,57
22:36:00,0,0,55,55
22:37:00,0,0,53,53
22:38:00,0,0,50,50
22:39:00,0,0,48,48
22:40:00,0,0,46,46
22:41:00,0,0,44,44
22:42:00,0,0,42,42
22:43:00,0,0,40,40
22:44:00,0,0,38,38
22:45:00,0,0,36,36
22:46:00,0,0,35,35
22:47:00,0,0,33,33
22:48:00,0,0,31,31
22:49:00,0,0,30,30
22:50:00,0,0,28,28
22:51:00,0,0,27,27
22:52:00,0,0,25,25
22:53:00,0,0,24,24
22:54:00,0,0,23,23
22:55:00,0,0,22,22
22:56:00,0,0,21,21
22:57:00,0,0,19,19
22:58:00,0,0,18,18
22:59:00,0,0,17,17
23:00:00,0,0,16,16
23:01:00,0,0,16,16
23:02:00,0,0,15,15
23:03:00,0,0,14,14
23:04:00,0,0,13,13
23:05:00,0,0,12,12
23:06:00,0,0,12,12
23:07:00,0,0,11,11
23:08:00,0,0,10,10
23:09:00,0,0,10,10
23:10:00,0,0,9,9
23:11:00,0,0,8,8
23:12:00,0,0,8,8
23:13:00,0,0,7,7
23:14:00,0,0,7,7
23:15:00,0,0,7,7
23:16:00,0,0,6,6
23:17:00,0,0,6,6
23:18:00,0,0,5,5
23:19:00,0,0,5,5
23:20:00,0,0,5,5
23:21:00,0,0,4,4
23:22:00,0,0,4,4
23:23:00,0,0,4,4
23:24:00,0,0,3,3
23:25:00,0,0,3,3
23:26:00,0,0,3,3
23:27:00,0,0,3,3
23:28:00,0,0,2,2
23:29:00,0,0,2,2
23:30:00,0,0,2,2
23:31:00,0,0,2,2
23:32:00,0,0,2,2
23:33:00,0,0,2,2
23:34:00,0,0,1,1
23:35:00,0,0,1,1
23:36:00,0,0,1,1
23:37:00,0,0,1,1
23:38:00,0,0,1,1
23:39:00,0,0,1,1
23:40:00,0,0,1,1
23:41:00,0,0,1,1
23:42:00,0,0,1,1
23:43:00,0,0,1,1
23:44:00,0,0,0,0
23:45:00,0,0,0,0
23:46:00,0,0,0,0
23:47:00,0,0,0,0
23:48:00,0,0,0,0
23:49:00,0,0,0,0
23:50:00,0,0,0,0
23:51:00,0,0,0,0
23:52:00,0,0,0,0
23:53:00,0,0,0,0
23:54:00,0,0,0,0
23:55:00,0,0,0,0
23:56:00,0,0,0,0
23:57:00,0,0,0,0
23:58:00,0,0,0,0
23:59:00,0,0,0,0
