time30sec,countTime,inflowStation,inflowStation10
1999.166667,3570,2,0
2000,3600,4,1
2000.833333,3630,22,2
2001.666667,3660,41,4
2002.5,3690,28,3
2003.333333,3720,24,2
2004.166667,3750,41,4
2005,3780,43,5
2005.833333,3810,56,5
2006.666667,3840,45,5
2007.5,3870,24,2
2008.333333,3900,42,4
2009.166667,3930,46,5
2010,3960,39,4
2010.833333,3990,42,4
2011.666667,4020,40,4
2012.5,4050,46,5
2013.333333,4080,63,6
2014.166667,4110,72,7
2015,4140,70,7
2015.833333,4170,33,3
2016.666667,4200,60,6
2017.5,4230,62,7
2018.333333,4260,77,7
2019.166667,4290,83,9
2020,4320,64,6
2020.833333,4350,70,7
2021.666667,4380,47,5
2022.5,4410,98,10
2023.333333,4440,29,2
2024.166667,4470,16,2
2025,4500,63,6
2025.833333,4530,114,12
2026.666667,4560,95,9
2027.5,4590,122,12
2028.333333,4620,91,10
2029.166667,4650,91,9
2030,4680,99,10
2030.833333,4710,87,8
2031.666667,4740,90,9
2032.5,4770,49,5
2033.333333,4800,54,6
2034.166667,4830,71,7
2035,4860,85,8
2035.833333,4890,95,10
2036.666667,4920,140,14
2037.5,4950,136,13
2038.333333,4980,104,11
2039.166667,5010,94,9
2040,5040,69,7
2040.833333,5070,93,9
2041.666667,5100,109,11
2042.5,5130,121,12
2043.333333,5160,145,15
2044.166667,5190,148,15
2045,5220,172,17
2045.833333,5250,125,12
2046.666667,5280,102,10
2047.5,5310,83,9
2048.333333,5340,138,14
2049.166667,5370,125,12
2050,5400,133,13
2050.833333,5430,141,14
2051.666667,5460,124,13
2052.5,5490,110,11
2053.333333,5520,105,10
2054.166667,5550,100,10
2055,5580,96,10
2055.833333,5610,171,17
2056.666667,5640,117,12
2057.5,5670,141,14
2058.333333,5700,140,14
2059.166667,5730,157,16
2060,5760,113,11
2060.833333,5790,136,13
2061.666667,5820,154,16
2062.5,5850,173,17
2063.333333,5880,146,15
2064.166667,5910,141,14
2065,5940,122,12
2065.833333,5970,128,13
2066.666667,6000,143,14
2067.5,6030,117,12
2068.333333,6060,150,15
2069.166667,6090,144,14
2070,6120,172,17
2070.833333,6150,197,20
2071.666667,6180,156,16
2072.5,6210,174,17
2073.333333,6240,187,19
2074.166667,6270,172,17
2075,6300,149,15
2075.833333,6330,133,13
2076.666667,6360,154,16
2077.5,6390,148,14
2078.333333,6420,122,13
2079.166667,6450,146,14
2080,6480,201,20
2080.833333,6510,143,15
2081.666667,6540,146,14
2082.5,6570,142,14
2083.333333,6600,140,14
2084.166667,6630,168,17
2085,6660,139,14
2085.833333,6690,27,3
2086.666667,6720,8,1
2087.5,6750,14,1
2088.333333,6780,4,0
2089.166667,6810,5,1
2090,6840,2,0
2090.833333,6870,0,0
2091.666667,6900,6,1
2092.5,6930,3,0
2093.333333,6960,1,0
2094.166667,6990,6,1
2095,7020,91,9
2095.833333,7050,170,17
2096.666667,7080,160,16
2097.5,7110,102,10
2098.333333,7140,0,0
2099.166667,7170,77,8
2100,7200,153,15
2100.833333,7230,142,14
2101.666667,7260,166,17
2102.5,7290,153,15
2103.333333,7320,185,19
2104.166667,7350,192,19
2105,7380,134,13
2105.833333,7410,120,12
2106.666667,7440,125,13
2107.5,7470,156,15
2108.333333,7500,143,15
2109.166667,7530,167,16
2110,7560,176,18
2110.833333,7590,136,14
2111.666667,7620,162,16
2112.5,7650,170,17
2113.333333,7680,165,16
2114.166667,7710,189,19
2115,7740,127,13
2115.833333,7770,142,14
2116.666667,7800,130,13
2117.5,7830,155,16
2118.333333,7860,159,15
2119.166667,7890,131,14
2120,7920,147,14
2120.833333,7950,158,16
2121.666667,7980,57,6
2122.5,8010,3,0
2123.333333,8040,7,1
2124.166667,8070,0,0
2125,8100,2,0
2125.833333,8130,8,1
2126.666667,8160,2,0
2127.5,8190,85,8
2128.333333,8220,151,16
2129.166667,8250,177,17
2130,8280,159,16
2130.833333,8310,150,15
2131.666667,8340,112,11
2132.5,8370,132,14
2133.333333,8400,159,15
2134.166667,8430,172,18
2135,8460,128,12
2135.833333,8490,140,14
2136.666667,8520,169,17
2137.5,8550,162,17
2138.333333,8580,152,15
2139.166667,8610,133,13
2140,8640,144,14
2140.833333,8670,104,11
2141.666667,8700,142,14
2142.5,8730,166,17
2143.333333,8760,155,15
2144.166667,8790,197,20
2145,8820,143,14
2145.833333,8850,92,9
2146.666667,8880,130,13
2147.5,8910,144,15
2148.333333,8940,172,17
2149.166667,8970,168,17
2150,9000,152,15
2150.833333,9030,163,16
2151.666667,9060,147,15
2152.5,9090,144,14
2153.333333,9120,149,15
2154.166667,9150,150,15
2155,9180,123,13
2155.833333,9210,111,11
2156.666667,9240,107,10
2157.5,9270,147,15
2158.333333,9300,159,16
2159.166667,9330,152,15
2160,9360,148,15
2160.833333,9390,154,15
2161.666667,9420,151,15
2162.5,9450,180,18
2163.333333,9480,159,16
2164.166667,9510,152,16
2165,9540,139,13
2165.833333,9570,123,13
2166.666667,9600,131,13
2167.5,9630,111,11
2168.333333,9660,140,14
2169.166667,9690,139,14
2170,9720,147,15
2170.833333,9750,147,14
2171.666667,9780,135,14
2172.5,9810,134,13
2173.333333,9840,118,12
2174.166667,9870,29,3
2175,9900,2,0
2175.833333,9930,5,1
2176.666667,9960,5,0
2177.5,9990,10,1
2178.333333,10020,2,0
2179.166667,10050,11,1
2180,10080,8,1
2180.833333,10110,68,7
2181.666667,10140,161,16
2182.5,10170,62,6
2183.333333,10200,101,10
2184.166667,10230,116,12
2185,10260,132,13
2185.833333,10290,143,14
2186.666667,10320,125,13
2187.5,10350,142,14
2188.333333,10380,138,14
2189.166667,10410,161,16
2190,10440,156,16
2190.833333,10470,145,14
2191.666667,10500,118,12
2192.5,10530,123,12
2193.333333,10560,134,14
2194.166667,10590,134,13
2195,10620,155,16
2195.833333,10650,151,15
2196.666667,10680,149,15
2197.5,10710,103,10
2198.333333,10740,2,0
2199.166667,10770,68,7
2200,10800,134,13
2200.833333,10830,121,12
2201.666667,10860,147,15
2202.5,10890,116,12
2203.333333,10920,140,14
2204.166667,10950,140,14
2205,10980,109,11
2205.833333,11010,138,13
2206.666667,11040,102,11
2207.5,11070,111,11
2208.333333,11100,125,12
2209.166667,11130,149,15
2210,11160,163,16
2210.833333,11190,117,12
2211.666667,11220,95,10
2212.5,11250,96,9
2213.333333,11280,134,14
2214.166667,11310,137,13
2215,11340,150,15
2215.833333,11370,110,11
2216.666667,11400,152,15
2217.5,11430,175,18
2218.333333,11460,132,13
2219.166667,11490,123,12
2220,11520,135,14
2220.833333,11550,151,15
2221.666667,11580,127,13
2222.5,11610,134,13
2223.333333,11640,101,10
2224.166667,11670,132,13
2225,11700,101,11
2225.833333,11730,143,14
2226.666667,11760,155,15
2227.5,11790,138,14
2228.333333,11820,140,14
2229.166667,11850,177,18
2230,11880,149,15
2230.833333,11910,137,13
2231.666667,11940,130,13
2232.5,11970,128,13
2233.333333,12000,93,10
2234.166667,12030,119,11
2235,12060,130,13
2235.833333,12090,118,12
2236.666667,12120,131,13
2237.5,12150,98,10
2238.333333,12180,140,14
2239.166667,12210,122,12
2240,12240,126,13
2240.833333,12270,108,11
2241.666667,12300,131,13
2242.5,12330,130,13
2243.333333,12360,101,10
2244.166667,12390,137,14
2245,12420,141,14
2245.833333,12450,137,13
2246.666667,12480,120,12
2247.5,12510,151,16
2248.333333,12540,165,16
2249.166667,12570,145,15
2250,12600,125,12
2250.833333,12630,127,13
2251.666667,12660,83,8
2252.5,12690,58,6
2253.333333,12720,90,9
2254.166667,12750,92,9
2255,12780,115,12
2255.833333,12810,124,12
2256.666667,12840,127,13
2257.5,12870,114,11
2258.333333,12900,120,12
2259.166667,12930,95,10
2260,12960,108,10
2260.833333,12990,148,15
2261.666667,13020,145,15
2262.5,13050,157,15
2263.333333,13080,147,15
2264.166667,13110,139,14
2265,13140,158,16
2265.833333,13170,139,14
2266.666667,13200,104,10
2267.5,13230,90,9
2268.333333,13260,127,13
2269.166667,13290,156,15
2270,13320,113,12
2270.833333,13350,126,12
2271.666667,13380,120,12
2272.5,13410,102,10
2273.333333,13440,141,15
2274.166667,13470,143,14
2275,13500,107,11
2275.833333,13530,101,10
2276.666667,13560,45,4
2277.5,13590,92,9
2278.333333,13620,116,12
2279.166667,13650,104,10
2280,13680,126,13
2280.833333,13710,129,13
2281.666667,13740,148,15
2282.5,13770,130,13
2283.333333,13800,133,13
2284.166667,13830,136,14
2285,13860,144,14
2285.833333,13890,114,11
2286.666667,13920,139,14
2287.5,13950,109,11
2288.333333,13980,84,9
2289.166667,14010,130,13
2290,14040,124,12
2290.833333,14070,105,10
2291.666667,14100,122,13
2292.5,14130,108,10
2293.333333,14160,110,11
2294.166667,14190,81,9
2295,14220,58,5
2295.833333,14250,64,7
2296.666667,14280,39,4
2297.5,14310,63,6
2298.333333,14340,3,0
2299.166667,14370,30,3
2300,14400,57,6
2300.833333,14430,57,6
2301.666667,14460,62,6
2302.5,14490,65,6
2303.333333,14520,63,7
2304.166667,14550,36,3
2305,14580,39,4
2305.833333,14610,39,4
2306.666667,14640,55,6
2307.5,14670,32,3
2308.333333,14700,25,2
2309.166667,14730,20,2
2310,14760,29,3
2310.833333,14790,17,2
2311.666667,14820,24,2
2312.5,14850,29,3
2313.333333,14880,30,3
2314.166667,14910,20,2
2315,14940,19,2
2315.833333,14970,17,2
2316.666667,15000,27,2
2317.5,15030,38,4
2318.333333,15060,23,3
2319.166667,15090,17,1
2320,15120,40,4
2320.833333,15150,25,3
2321.666667,15180,27,2
2322.5,15210,28,3
2323.333333,15240,11,1
2324.166667,15270,16,2
2325,15300,16,2
2325.833333,15330,15,1
2326.666667,15360,24,2
2327.5,15390,30,3
2328.333333,15420,14,2
2329.166667,15450,24,2
2330,15480,15,2
2330.833333,15510,14,1
2331.666667,15540,23,2
2332.5,15570,16,2
2333.333333,15600,43,4
2334.166667,15630,21,2
2335,15660,19,2
2335.833333,15690,17,2
2336.666667,15720,13,1
2337.5,15750,15,2
2338.333333,15780,19,2
2339.166667,15810,5,0
2340,15840,17,2
2340.833333,15870,20,2
2341.666667,15900,4,0
2342.5,15930,25,3
2343.333333,15960,8,1
2344.166667,15990,19,2
2345,16020,14,1
2345.833333,16050,25,2
2346.666667,16080,33,4
2347.5,16110,16,1
2348.333333,16140,10,1
2349.166667,16170,20,2
2350,16200,1,0
2350.833333,16230,0,0
2351.666667,16260,0,0
2352.5,16290,0,0
2353.333333,16320,0,0
2354.166667,16350,0,0
2355,16380,0,0
2355.833333,16410,0,0
2356.666667,16440,0,0
2357.5,16470,0,0
2358.333333,16500,0,0
2359.166667,16530,0,0
2360,16560,0,0
2360.833333,16590,0,0
2361.666667,16620,0,0
2362.5,16650,0,0
2363.333333,16680,0,0
2364.166667,16710,0,0
2365,16740,0,0
2365.833333,16770,0,0
2366.666667,16800,0,0
2367.5,16830,0,0
2368.333333,16860,0,0
2369.166667,16890,0,0
2370,16920,0,0
2370.833333,16950,0,0
2371.666667,16980,0,0
2372.5,17010,0,0
2373.333333,17040,0,0
2374.166667,17070,0,0
2375,17100,0,0
2375.833333,17130,0,0
2376.666667,17160,0,0
2377.5,17190,0,0
2378.333333,17220,0,0
2379.166667,17250,0,0
2380,17280,0,0
2380.833333,17310,0,0
2381.666667,17340,0,0
2382.5,17370,0,0
2383.333333,17400,0,0
2384.166667,17430,0,0
2385,17460,0,0
2385.833333,17490,0,0
2386.666667,17520,0,0
2387.5,17550,0,0
2388.333333,17580,0,0
2389.166667,17610,0,0
2390,17640,0,0
2390.833333,17670,0,0
2391.666667,17700,0,0
2392.5,17730,0,0
2393.333333,17760,0,0
2394.166667,17790,0,0
2395,17820,0,0
2395.833333,17850,0,0
2396.666667,17880,0,0
2397.5,17910,0,0
2398.333333,17940,0,0
2399.166667,17970,0,0
