time30sec,countTime,inflowStation,inflowStation10
1999.166667,3570,12.1,1
2000,3600,24.2,3
2000.833333,3630,20.9,2
2001.666667,3660,22,2
2002.5,3690,25.3,3
2003.333333,3720,34.1,3
2004.166667,3750,19.8,2
2005,3780,11,1
2005.833333,3810,15.4,2
2006.666667,3840,14.3,1
2007.5,3870,19.8,2
2008.333333,3900,31.9,3
2009.166667,3930,24.2,3
2010,3960,34.1,3
2010.833333,3990,34.1,4
2011.666667,4020,37.4,3
2012.5,4050,42.9,5
2013.333333,4080,50.6,5
2014.166667,4110,67.1,6
2015,4140,67.1,7
2015.833333,4170,63.8,6
2016.666667,4200,29.7,3
2017.5,4230,46.2,5
2018.333333,4260,79.2,8
2019.166667,4290,52.8,5
2020,4320,79.2,8
2020.833333,4350,57.2,6
2021.666667,4380,79.2,8
2022.5,4410,101.2,10
2023.333333,4440,85.8,8
2024.166667,4470,99,10
2025,4500,69.3,7
2025.833333,4530,57.2,6
2026.666667,4560,101.2,10
2027.5,4590,104.5,11
2028.333333,4620,71.5,7
2029.166667,4650,61.6,6
2030,4680,99,10
2030.833333,4710,78.1,8
2031.666667,4740,74.8,7
2032.5,4770,79.2,8
2033.333333,4800,82.5,8
2034.166667,4830,90.2,9
2035,4860,83.6,9
2035.833333,4890,93.5,9
2036.666667,4920,107.8,11
2037.5,4950,89.1,9
2038.333333,4980,137.5,13
2039.166667,5010,102.3,11
2040,5040,119.9,12
2040.833333,5070,134.2,13
2041.666667,5100,92.4,9
2042.5,5130,82.5,9
2043.333333,5160,89.1,8
2044.166667,5190,106.7,11
2045,5220,128.7,13
2045.833333,5250,147.4,15
2046.666667,5280,121,12
2047.5,5310,141.9,14
2048.333333,5340,135.3,14
2049.166667,5370,104.5,10
2050,5400,102.3,10
2050.833333,5430,136.4,14
2051.666667,5460,126.5,13
2052.5,5490,148.5,14
2053.333333,5520,155.1,16
2054.166667,5550,152.9,15
2055,5580,136.4,14
2055.833333,5610,156.2,15
2056.666667,5640,115.5,12
2057.5,5670,133.1,13
2058.333333,5700,143,15
2059.166667,5730,147.4,14
2060,5760,183.7,19
2060.833333,5790,127.6,12
2061.666667,5820,167.2,17
2062.5,5850,167.2,17
2063.333333,5880,184.8,18
2064.166667,5910,166.1,17
2065,5940,180.4,18
2065.833333,5970,139.7,14
2066.666667,6000,163.9,16
2067.5,6030,161.7,17
2068.333333,6060,156.2,15
2069.166667,6090,174.9,18
2070,6120,161.7,16
2070.833333,6150,161.7,16
2071.666667,6180,176,18
2072.5,6210,168.3,16
2073.333333,6240,168.3,17
2074.166667,6270,157.3,16
2075,6300,137.5,14
2075.833333,6330,177.1,17
2076.666667,6360,169.4,17
2077.5,6390,127.6,13
2078.333333,6420,176,18
2079.166667,6450,178.2,18
2080,6480,151.8,15
2080.833333,6510,152.9,15
2081.666667,6540,156.2,16
2082.5,6570,162.8,16
2083.333333,6600,167.2,17
2084.166667,6630,180.4,18
2085,6660,156.2,15
2085.833333,6690,134.2,14
2086.666667,6720,143,14
2087.5,6750,126.5,13
2088.333333,6780,122.1,12
2089.166667,6810,110,11
2090,6840,146.3,15
2090.833333,6870,132,13
2091.666667,6900,130.9,13
2092.5,6930,116.6,12
2093.333333,6960,116.6,11
2094.166667,6990,136.4,14
2095,7020,135.3,13
2095.833333,7050,123.2,13
2096.666667,7080,135.3,13
2097.5,7110,106.7,11
2098.333333,7140,0,0
2099.166667,7170,66,6
2100,7200,132,14
2100.833333,7230,146.3,14
2101.666667,7260,147.4,15
2102.5,7290,163.9,16
2103.333333,7320,172.7,18
2104.166667,7350,207.9,20
2105,7380,162.8,17
2105.833333,7410,134.2,13
2106.666667,7440,149.6,15
2107.5,7470,155.1,16
2108.333333,7500,159.5,16
2109.166667,7530,167.2,16
2110,7560,171.6,17
2110.833333,7590,150.7,16
2111.666667,7620,180.4,18
2112.5,7650,180.4,18
2113.333333,7680,150.7,15
2114.166667,7710,163.9,16
2115,7740,173.8,17
2115.833333,7770,148.5,15
2116.666667,7800,151.8,15
2117.5,7830,140.8,15
2118.333333,7860,162.8,16
2119.166667,7890,154,15
2120,7920,130.9,13
2120.833333,7950,158.4,16
2121.666667,7980,157.3,16
2122.5,8010,128.7,13
2123.333333,8040,147.4,15
2124.166667,8070,168.3,16
2125,8100,130.9,13
2125.833333,8130,25.3,3
2126.666667,8160,8.8,1
2127.5,8190,2.2,0
2128.333333,8220,3.3,0
2129.166667,8250,49.5,5
2130,8280,154,16
2130.833333,8310,38.5,4
2131.666667,8340,6.6,0
2132.5,8370,6.6,1
2133.333333,8400,5.5,0
2134.166667,8430,7.7,1
2135,8460,6.6,1
2135.833333,8490,12.1,1
2136.666667,8520,2.2,0
2137.5,8550,4.4,1
2138.333333,8580,89.1,9
2139.166667,8610,193.6,19
2140,8640,165,17
2140.833333,8670,160.6,16
2141.666667,8700,159.5,16
2142.5,8730,170.5,17
2143.333333,8760,165,16
2144.166667,8790,169.4,17
2145,8820,152.9,15
2145.833333,8850,151.8,16
2146.666667,8880,157.3,15
2147.5,8910,157.3,16
2148.333333,8940,160.6,16
2149.166667,8970,132,13
2150,9000,129.8,13
2150.833333,9030,123.2,13
2151.666667,9060,150.7,15
2152.5,9090,146.3,14
2153.333333,9120,163.9,17
2154.166667,9150,146.3,14
2155,9180,152.9,16
2155.833333,9210,165,16
2156.666667,9240,150.7,15
2157.5,9270,180.4,18
2158.333333,9300,106.7,11
2159.166667,9330,99,10
2160,9360,108.9,11
2160.833333,9390,126.5,12
2161.666667,9420,117.7,12
2162.5,9450,130.9,13
2163.333333,9480,137.5,14
2164.166667,9510,158.4,16
2165,9540,154,15
2165.833333,9570,163.9,17
2166.666667,9600,124.3,12
2167.5,9630,128.7,13
2168.333333,9660,119.9,12
2169.166667,9690,128.7,13
2170,9720,135.3,13
2170.833333,9750,123.2,13
2171.666667,9780,159.5,15
2172.5,9810,132,14
2173.333333,9840,158.4,16
2174.166667,9870,161.7,16
2175,9900,157.3,15
2175.833333,9930,110,11
2176.666667,9960,127.6,13
2177.5,9990,140.8,14
2178.333333,10020,144.1,15
2179.166667,10050,141.9,14
2180,10080,141.9,14
2180.833333,10110,124.3,12
2181.666667,10140,94.6,10
2182.5,10170,150.7,15
2183.333333,10200,169.4,17
2184.166667,10230,138.6,14
2185,10260,163.9,16
2185.833333,10290,154,16
2186.666667,10320,141.9,14
2187.5,10350,132,13
2188.333333,10380,155.1,15
2189.166667,10410,159.5,16
2190,10440,172.7,18
2190.833333,10470,143,14
2191.666667,10500,151.8,15
2192.5,10530,117.7,12
2193.333333,10560,143,14
2194.166667,10590,133.1,14
2195,10620,114.4,11
2195.833333,10650,103.4,10
2196.666667,10680,133.1,14
2197.5,10710,140.8,14
2198.333333,10740,1.1,0
2199.166667,10770,67.65,7
2200,10800,134.2,13
2200.833333,10830,155.1,16
2201.666667,10860,146.3,14
2202.5,10890,140.8,14
2203.333333,10920,143,15
2204.166667,10950,138.6,13
2205,10980,150.7,15
2205.833333,11010,138.6,14
2206.666667,11040,111.1,11
2207.5,11070,117.7,12
2208.333333,11100,111.1,11
2209.166667,11130,128.7,13
2210,11160,151.8,15
2210.833333,11190,148.5,15
2211.666667,11220,137.5,14
2212.5,11250,116.6,12
2213.333333,11280,132,13
2214.166667,11310,145.2,14
2215,11340,115.5,12
2215.833333,11370,151.8,15
2216.666667,11400,112.2,11
2217.5,11430,113.3,12
2218.333333,11460,95.7,9
2219.166667,11490,116.6,12
2220,11520,125.4,12
2220.833333,11550,119.9,12
2221.666667,11580,118.8,12
2222.5,11610,111.1,11
2223.333333,11640,141.9,15
2224.166667,11670,110,11
2225,11700,123.2,12
2225.833333,11730,141.9,14
2226.666667,11760,141.9,14
2227.5,11790,124.3,13
2228.333333,11820,146.3,14
2229.166667,11850,133.1,14
2230,11880,150.7,15
2230.833333,11910,146.3,14
2231.666667,11940,143,15
2232.5,11970,152.9,15
2233.333333,12000,107.8,11
2234.166667,12030,126.5,12
2235,12060,104.5,11
2235.833333,12090,115.5,11
2236.666667,12120,118.8,12
2237.5,12150,146.3,15
2238.333333,12180,115.5,11
2239.166667,12210,112.2,12
2240,12240,138.6,14
2240.833333,12270,78.1,7
2241.666667,12300,8.8,1
2242.5,12330,1.1,0
2243.333333,12360,7.7,1
2244.166667,12390,6.6,1
2245,12420,40.7,4
2245.833333,12450,135.3,13
2246.666667,12480,123.2,13
2247.5,12510,113.3,11
2248.333333,12540,108.9,11
2249.166667,12570,118.8,12
2250,12600,110,11
2250.833333,12630,116.6,11
2251.666667,12660,99,10
2252.5,12690,106.7,11
2253.333333,12720,81.4,8
2254.166667,12750,93.5,9
2255,12780,93.5,10
2255.833333,12810,91.3,9
2256.666667,12840,41.8,4
2257.5,12870,37.4,4
2258.333333,12900,26.4,3
2259.166667,12930,56.1,5
2260,12960,22,2
2260.833333,12990,15.4,2
2261.666667,13020,30.8,3
2262.5,13050,34.1,3
2263.333333,13080,17.6,2
2264.166667,13110,26.4,3
2265,13140,26.4,2
2265.833333,13170,12.1,2
2266.666667,13200,16.5,1
2267.5,13230,8.8,1
2268.333333,13260,20.9,2
2269.166667,13290,13.2,2
2270,13320,6.6,0
2270.833333,13350,6.6,1
2271.666667,13380,25.3,2
2272.5,13410,5.5,1
2273.333333,13440,5.5,1
2274.166667,13470,13.2,1
2275,13500,5.5,0
2275.833333,13530,4.4,1
2276.666667,13560,11,1
2277.5,13590,16.5,2
2278.333333,13620,7.7,0
2279.166667,13650,3.3,1
2280,13680,19.8,2
2280.833333,13710,7.7,0
2281.666667,13740,8.8,1
2282.5,13770,6.6,1
2283.333333,13800,4.4,0
2284.166667,13830,12.1,2
2285,13860,8.8,0
2285.833333,13890,3.3,1
2286.666667,13920,6.6,0
2287.5,13950,5.5,1
2288.333333,13980,0,0
2289.166667,14010,0,0
2290,14040,2.2,0
2290.833333,14070,0,0
2291.666667,14100,0,0
2292.5,14130,13.2,2
2293.333333,14160,3.3,0
2294.166667,14190,2.2,0
2295,14220,1.1,0
2295.833333,14250,1.1,0
2296.666667,14280,0,0
2297.5,14310,0,0
2298.333333,14340,0,0
2299.166667,14370,1.65,1
2300,14400,3.3,0
2300.833333,14430,2.2,0
2301.666667,14460,0,0
2302.5,14490,0,0
2303.333333,14520,0,0
2304.166667,14550,0,0
2305,14580,0,0
2305.833333,14610,2.2,0
2306.666667,14640,0,0
2307.5,14670,0,0
2308.333333,14700,1.1,0
2309.166667,14730,4.4,1
2310,14760,0,0
2310.833333,14790,0,0
2311.666667,14820,0,0
2312.5,14850,2.2,0
2313.333333,14880,0,0
2314.166667,14910,0,0
2315,14940,0,0
2315.833333,14970,0,0
2316.666667,15000,0,0
2317.5,15030,2.2,0
2318.333333,15060,0,0
2319.166667,15090,1.1,0
2320,15120,2.2,1
2320.833333,15150,1.1,0
2321.666667,15180,0,0
2322.5,15210,1.1,0
2323.333333,15240,1.1,0
2324.166667,15270,2.2,0
2325,15300,3.3,0
2325.833333,15330,1.1,1
2326.666667,15360,0,0
2327.5,15390,1.1,0
2328.333333,15420,0,0
2329.166667,15450,0,0
2330,15480,1.1,0
2330.833333,15510,2.2,0
2331.666667,15540,0,0
2332.5,15570,1.1,0
2333.333333,15600,0,0
2334.166667,15630,1.1,0
2335,15660,0,0
2335.833333,15690,0,0
2336.666667,15720,0,0
2337.5,15750,0,0
2338.333333,15780,0,0
2339.166667,15810,0,0
2340,15840,0,0
2340.833333,15870,0,0
2341.666667,15900,0,0
2342.5,15930,0,0
2343.333333,15960,0,0
2344.166667,15990,0,0
2345,16020,0,0
2345.833333,16050,0,0
2346.666667,16080,0,0
2347.5,16110,0,0
2348.333333,16140,0,0
2349.166667,16170,0,0
2350,16200,0,0
2350.833333,16230,0,0
2351.666667,16260,0,0
2352.5,16290,0,0
2353.333333,16320,0,0
2354.166667,16350,0,0
2355,16380,0,0
2355.833333,16410,0,0
2356.666667,16440,0,0
2357.5,16470,0,0
2358.333333,16500,0,0
2359.166667,16530,0,0
2360,16560,0,0
2360.833333,16590,0,0
2361.666667,16620,0,0
2362.5,16650,0,0
2363.333333,16680,0,0
2364.166667,16710,0,0
2365,16740,0,0
2365.833333,16770,0,0
2366.666667,16800,0,0
2367.5,16830,0,0
2368.333333,16860,0,0
2369.166667,16890,0,0
2370,16920,0,0
2370.833333,16950,0,0
2371.666667,16980,0,0
2372.5,17010,0,0
2373.333333,17040,0,0
2374.166667,17070,0,0
2375,17100,0,0
2375.833333,17130,0,0
2376.666667,17160,0,0
2377.5,17190,0,0
2378.333333,17220,0,0
2379.166667,17250,0,0
2380,17280,0,0
2380.833333,17310,0,0
2381.666667,17340,0,0
2382.5,17370,0,0
2383.333333,17400,0,0
2384.166667,17430,0,0
2385,17460,0,0
2385.833333,17490,0,0
2386.666667,17520,0,0
2387.5,17550,0,0
2388.333333,17580,0,0
2389.166667,17610,0,0
2390,17640,0,0
2390.833333,17670,0,0
2391.666667,17700,0,0
2392.5,17730,0,0
2393.333333,17760,0,0
2394.166667,17790,0,0
2395,17820,0,0
2395.833333,17850,0,0
2396.666667,17880,0,0
2397.5,17910,0,0
2398.333333,17940,0,0
2399.166667,17970,0,0
