currentTime,naiveAgent,rationalAgent,rubyAgent,allAgent
20:31:00,118,110,94,322
20:32:00,116,110,96,322
20:33:00,113,110,98,321
20:34:00,111,111,100,322
20:35:00,109,111,101,321
20:36:00,107,111,103,321
20:37:00,104,110,105,319
20:38:00,102,110,107,319
20:39:00,100,110,109,319
20:40:00,98,109,111,318
20:41:00,96,109,113,318
20:42:00,94,108,114,316
20:43:00,91,107,116,314
20:44:00,89,106,118,313
20:45:00,87,105,120,312
20:46:00,85,103,122,310
20:47:00,83,102,123,308
20:48:00,81,100,125,306
20:49:00,79,99,126,304
20:50:00,77,97,128,302
20:51:00,75,95,130,300
20:52:00,73,94,131,298
20:53:00,71,92,133,296
20:54:00,69,90,134,293
20:55:00,67,88,135,290
20:56:00,65,86,137,288
20:57:00,63,83,138,284
20:58:00,61,81,139,281
20:59:00,59,79,141,279
21:00:00,58,77,142,277
21:01:00,56,74,143,273
21:02:00,54,72,144,270
21:03:00,53,70,145,268
21:04:00,51,67,146,264
21:05:00,49,65,147,261
21:06:00,48,63,148,259
21:07:00,46,60,148,254
21:08:00,45,58,149,252
21:09:00,43,56,150,249
21:10:00,42,54,150,246
21:11:00,40,51,151,242
21:12:00,39,49,152,240
21:13:00,37,47,152,236
21:14:00,36,45,152,233
21:15:00,35,43,153,231
21:16:00,34,41,153,228
21:17:00,32,39,153,224
21:18:00,31,37,153,221
21:19:00,30,35,153,218
21:20:00,29,33,153,215
21:21:00,28,31,153,212
21:22:00,27,30,153,210
21:23:00,26,28,153,207
21:24:00,25,26,152,203
21:25:00,24,25,152,201
21:26:00,23,23,151,197
21:27:00,22,22,151,195
21:28:00,21,21,150,192
21:29:00,20,19,150,189
21:30:00,19,18,149,186
21:31:00,18,17,148,183
21:32:00,17,16,148,181
21:33:00,17,15,147,179
21:34:00,16,14,146,176
21:35:00,15,13,145,173
21:36:00,15,12,144,171
21:37:00,14,11,143,168
21:38:00,13,10,142,165
21:39:00,13,9,141,163
21:40:00,12,9,139,160
21:41:00,11,8,138,157
21:42:00,11,7,137,155
21:43:00,10,7,135,152
21:44:00,10,6,134,150
21:45:00,9,6,133,148
21:46:00,9,5,131,145
21:47:00,8,5,129,142
21:48:00,8,4,128,140
21:49:00,8,4,126,138
21:50:00,7,3,125,135
21:51:00,7,3,123,133
21:52:00,7,3,121,131
21:53:00,6,3,120,129
21:54:00,6,2,118,126
21:55:00,5,2,116,123
21:56:00,5,2,114,121
21:57:00,5,2,113,120
21:58:00,5,1,111,117
21:59:00,4,1,109,114
22:00:00,4,1,107,112
22:01:00,4,1,105,110
22:02:00,4,1,103,108
22:03:00,3,1,101,105
22:04:00,3,1,99,103
22:05:00,3,0,97,100
22:06:00,3,0,96,99
22:07:00,3,0,94,97
22:08:00,2,0,92,94
22:09:00,2,0,90,92
22:10:00,2,0,88,90
22:11:00,2,0,86,88
22:12:00,2,0,84,86
22:13:00,2,0,82,84
22:14:00,2,0,80,82
22:15:00,1,0,78,79
22:16:00,1,0,77,78
22:17:00,1,0,75,76
22:18:00,1,0,73,74
22:19:00,1,0,71,72
22:20:00,1,0,69,70
22:21:00,1,0,67,68
22:22:00,1,0,66,67
22:23:00,1,0,64,65
22:24:00,1,0,62,63
22:25:00,1,0,60,61
22:26:00,0,0,59,59
22:27:00,0,0,57,57
22:28:00,0,0,55,55
22:29:00,0,0,54,54
22:30:00,0,0,52,52
22:31:00,0,0,51,51
22:32:00,0,0,49,49
22:33:00,0,0,48,48
22:34:00,0,0,46,46
22:35:00,0,0,45,45
22:36:00,0,0,43,43
22:37:00,0,0,42,42
22:38:00,0,0,40,40
22:39:00,0,0,39,39
22:40:00,0,0,38,38
22:41:00,0,0,36,36
22:42:00,0,0,35,35
22:43:00,0,0,34,34
22:44:00,0,0,33,33
22:45:00,0,0,31,31
22:46:00,0,0,30,30
22:47:00,0,0,29,29
22:48:00,0,0,28,28
22:49:00,0,0,27,27
22:50:00,0,0,26,26
22:51:00,0,0,25,25
22:52:00,0,0,24,24
22:53:00,0,0,23,23
22:54:00,0,0,22,22
22:55:00,0,0,21,21
22:56:00,0,0,20,20
22:57:00,0,0,20,20
22:58:00,0,0,19,19
22:59:00,0,0,18,18
23:00:00,0,0,17,17
23:01:00,0,0,16,16
23:02:00,0,0,16,16
23:03:00,0,0,15,15
23:04:00,0,0,14,14
23:05:00,0,0,14,14
23:06:00,0,0,13,13
23:07:00,0,0,12,12
23:08:00,0,0,12,12
23:09:00,0,0,11,11
23:10:00,0,0,11,11
23:11:00,0,0,10,10
23:12:00,0,0,10,10
23:13:00,0,0,9,9
23:14:00,0,0,9,9
23:15:00,0,0,8,8
23:16:00,0,0,8,8
23:17:00,0,0,8,8
23:18:00,0,0,7,7
23:19:00,0,0,7,7
23:20:00,0,0,6,6
23:21:00,0,0,6,6
23:22:00,0,0,6,6
23:23:00,0,0,5,5
23:24:00,0,0,5,5
23:25:00,0,0,5,5
23:26:00,0,0,5,5
23:27:00,0,0,4,4
23:28:00,0,0,4,4
23:29:00,0,0,4,4
23:30:00,0,0,4,4
23:31:00,0,0,3,3
23:32:00,0,0,3,3
23:33:00,0,0,3,3
23:34:00,0,0,3,3
23:35:00,0,0,3,3
23:36:00,0,0,2,2
23:37:00,0,0,2,2
23:38:00,0,0,2,2
23:39:00,0,0,2,2
23:40:00,0,0,2,2
23:41:00,0,0,2,2
23:42:00,0,0,2,2
23:43:00,0,0,1,1
23:44:00,0,0,1,1
23:45:00,0,0,1,1
23:46:00,0,0,1,1
23:47:00,0,0,1,1
23:48:00,0,0,1,1
23:49:00,0,0,1,1
23:50:00,0,0,1,1
23:51:00,0,0,1,1
23:52:00,0,0,1,1
23:53:00,0,0,1,1
23:54:00,0,0,0,0
23:55:00,0,0,0,0
23:56:00,0,0,0,0
23:57:00,0,0,0,0
23:58:00,0,0,0,0
23:59:00,0,0,0,0
